,alcoholic,cocktail_name,glass,ingredients,ingredients_and_quantities,instructions,cocktail_picture,popular_month_name,visitors,popular_month_no,popular_season_name,alcohol_type_includes,liqueurs_includes
175,Alcoholic,Halloween Punch,Punch bowl,"Vodka, Ginger, Cloves, Red Chili Flakes, Orange Peel, Cherry Juice, ","Vodka - 20 cl, Ginger - 6, Cloves - 10, Red Chili Flakes - 1, Orange Peel - 3, Cherry Juice - 1 bottle,","Tip the cherry juice, orange peel, chilli, cinnamon sticks, cloves and ginger into a large saucepan. Simmer for 5 mins, then turn off the heat. Leave to cool, then chill for at least 4 hrs, or up to 2 days  the longer you leave it the more intense the flavours. If serving to young children, take the chilli out after a few hours.



When youre ready to serve, pour the juice into a jug. Serve in glass bottles or glasses and pop a straw in each. If you're adding vodka, do so at this stage. Dangle a fangs sweet from each glass.",https://www.thecocktaildb.com/images/media/drink/7hcgyj1571687671.jpg,,,,,"['gin', 'vodka']",
176,Alcoholic,Havana Cocktail,Cocktail glass,"Lemon Juice, Pineapple Juice, Light Rum, ","Lemon juice - 1 tsp , Pineapple juice - 1 oz , Light rum - 1 oz ,","In a shaker half-filled with ice cubes, combine all of the ingredients. Shake well. Strain into a cocktail glass.",http://www.thecocktaildb.com/images/media/drink/59splc1504882899.jpg,,,,,['rum'],
177,Non alcoholic,Holloween Punch,Punch bowl,"Sherbet, Sherbet, Carbonated Soft Drink, Grape Juice, ","Sherbet, Sherbet, Carbonated soft drink - , orange
, Grape juice, ","Take a bunch of grape juice and a bunch of fizzy stuff (club soda, ginger ale, lemonlime, whatever). Mix them in a punch bowl. Take orange sherbet and lime sherbet. Scoop out scoops and float them in the punch, let them melt a little so that a nasty film spreads all over the top of the punch but there are still ""bubbles"" in it in the form of sherbet scoops. Looks horrible, tastes just fine.",http://www.thecocktaildb.com/images/media/drink/lfeoe41504888925.jpg,,,,,,
178,Alcoholic,Homemade Kahlua,Collins Glass,"Vodka, Water, Vanilla Extract, Coffee, Corn Syrup, Sugar, ","Vodka - 1 fifth , Water - 3 cups boiling , Vanilla extract - 2 oz , Coffee - 1 1/2 oz instant , Corn syrup - 1 cup , Sugar - 2 1/2 cups ,","Dissolve sugar in 2 cups of boiling water and add corn syrup. Dissolve the instant coffee in the remaining water. Pour syrup and coffee in a gallon jug. Let it cool. Add vodka and vanilla when cold. For the best result, let the mixture ""mature"" for 4-5 weeks.",http://www.thecocktaildb.com/images/media/drink/uwtsst1441254025.jpg,,,,,['vodka'],
179,Alcoholic,Hot Creamy Bush,Irish coffee cup,"Coffee, Baileys Irish Cream, Irish Whiskey, ","Coffee - 6 oz hot , Baileys irish cream - 3/4 shot , Irish whiskey - 1 shot ,",Combine all ingredients in glass,http://www.thecocktaildb.com/images/media/drink/spvrtp1472668037.jpg,,,,,['whiskey'],['liqueurs']
180,Alcoholic,Harvey Wallbanger,Collins glass,"Orange Juice, Galliano, Vodka, ","Orange juice - 4 oz , Galliano - 1/2 oz , Vodka - 1 oz ,","Stir the vodka and orange juice with ice in the glass, then float the Galliano on top. Garnish and serve.","https://images.immediate.co.uk/production/volatile/sites/30/2020/10/Harvey-Wallbanger-d491f7c.jpg?quality=90&resize=556,505",,,,,['vodka'],['liqueurs']
181,Alcoholic,Hawaiian Cocktail,Cocktail glass,"Pineapple Juice, Triple Sec, Gin, ","Pineapple juice - 1 tblsp , Triple sec - 1/2 oz , Gin - 2 oz ,","Shake all ingredients with ice, strain into a cocktail glass, and serve.",http://www.thecocktaildb.com/images/media/drink/ujoh9x1504882987.jpg,,,,,['gin'],['liqueurs']
182,Alcoholic,Hemingway Special,Cocktail glass,"Lime Juice, Maraschino Liqueur, Grapefruit Juice, Rum, ","Lime Juice - 3 parts, Maraschino Liqueur - 3 parts, Grapefruit Juice - 8 parts, Rum - 12 parts,",Pour all ingredients into a shaker with ice. Shake.,https://i0.wp.com/robertosbar.com/wp-content/uploads/2019/02/15_ernest-hemingway_special.jpg?fit=1576%2C2245&ssl=1,,,,,['rum'],['liqueurs']
183,Alcoholic,Highland Fling Cocktail,Cocktail glass,"Olive, Orange Bitters, Sweet Vermouth, Scotch, ","Olive - 1 , Orange bitters - 2 dashes , Sweet Vermouth - 3/4 oz , Scotch - 1 1/2 oz ,",Stir all ingredients (except olive) with ice and strain into a cocktail glass. Add the olive and serve.,http://www.thecocktaildb.com/images/media/drink/0bkwca1492975553.jpg,,,,,"['whiskey', 'wine']",['liqueurs']
184,Non alcoholic,Hot Chocolate to Die for,Coffee mug,"Marshmallows, Half-And-Half, Vanilla Extract, Butter, Chocolate, ","Marshmallows - mini , Half-and-half - 1 cup , Vanilla extract - 1/2 tsp , Butter - 1 tsp , Chocolate - 12 oz fine ,","Melt the chocolate, butter and vanilla in a double boiler. When just smooth stir in the cream.",https://s3.us-east-1.amazonaws.com/reviews-photos-drinkedin.drinkedin.net/thumbnail/300x300s/ae/02/b4/hot-chocolate-to-die-for-recipe-93-1377531374.jpg,,,,,,
185,Non alcoholic,Ipamena,Wine Glass,"Ice, Ginger Ale, Passion Fruit Juice, Brown Sugar, Lime, ","Ice - fill, Ginger ale - top up with, Passion fruit juice - 4 cl, Brown sugar - 2 tsp, Lime - ½,","Cut half a lime into pieces, place in a shaker, add the sugar and crush. Measure the passion fruit juice, add it to the shaker and fill up with ice cubes. Close the shaker and shake vigorously. Pour the liquid into a glass, top up with ginger ale, stir with a teaspoon and then garnish the rim of the glass with a slice of lime",http://www.thecocktaildb.com/images/media/drink/yswuwp1469090992.jpg,,,,,"['beer', 'gin']",
186,Alcoholic,Ice Pick,Collins Glass,"Lemon Juice, Iced Tea, Vodka, ","Lemon juice -  to taste
, Iced tea - 6 oz , Vodka - 1 1/2 oz ,",Put Vodka in glass fill with iced tea. Stir in lemon to taste.,https://www.thecocktaildb.com/images/media/drink/ypsrqp1469091726.jpg,,,,,['vodka'],
187,Non alcoholic,Iced Coffee,Coffee mug,"Milk, Water, Sugar, Coffee, ","Milk - 4 cups cold , Water - 1/4 cup hot , Sugar - 1/4 cup , Coffee - 1/4 cup instant ,",Mix together until coffee and sugar is dissolved. Add milk. Shake well. Using a blender or milk shake maker produces a very foamy drink. Serve in coffee mug.,http://www.thecocktaildb.com/images/media/drink/ytprxy1454513855.jpg,,,,,,
188,Alcoholic,Irish Cream,Irish coffee cup,"Chocolate Syrup, Coconut Syrup, Condensed Milk, Half-And-Half, Scotch, ","Chocolate syrup - 1 tblsp , Coconut syrup - 3 drops , Condensed milk - 1 can sweetened , Half-and-half - 1 1/4 cup , Scotch - 1 cup ,",Mix scotch and milk. Add half-and-half. Add rest.,"https://images.immediate.co.uk/production/volatile/sites/2/2021/05/Cocktails-BaileysCocktail03518-bd7d109.gif?quality=90&resize=556,505",,,,,['whiskey'],
189,Alcoholic,Irish Coffee,Irish coffee cup,"Whipped Cream, Sugar, Coffee, Irish Whiskey, ","Whipped cream - 1 tblsp , Sugar - 1 tsp , Coffee - 8 oz , Irish whiskey - 1 1/2 oz ,","Heat the coffee, whiskey and sugar; do not boil. Pour into glass and top with cream; serve hot.",http://www.thecocktaildb.com/images/media/drink/sywsqw1439906999.jpg,,,,,['whiskey'],
190,Alcoholic,Irish Spring,Collins glass,"Cherry, Orange, Sweet And Sour, Orange Juice, Peach Brandy, Irish Whiskey, ","Cherry - 1 , Orange - 1 slice , Sweet and sour - 1 oz , Orange juice - 1 oz , Peach brandy - 1/2 oz , Irish whiskey - 1 oz ,","Pour all ingredients (except orange slice and cherry) into a collins glass over ice cubes. Garnish with the slice of orange, add the cherry on top, and serve.",https://www.fineartbartending.ca/wp-content/uploads/2018/06/irish-Spring-225x300.jpg,,,,,"['beer', 'brandy', 'whiskey']",
191,Alcoholic,Imperial Fizz,Highball glass,"Carbonated Water, Powdered Sugar, Lemon, Blended Whiskey, Light Rum, ","Carbonated water, Powdered sugar - 1 tsp , Lemon - Juice of 1/2 , Blended whiskey - 1 1/2 oz , Light rum - 1/2 oz ,","Shake all ingredients (except carbonated water) with ice and strain into a highball glass over two ice cubes. Fill with carbonated water, stir, and serve.",https://spiritly.com/cdn/shop/articles/Imperial_Fizz_Cocktail_1024x1024.jpg?v=1691762497,,,,,"['rum', 'whiskey']",
192,Alcoholic,Irish Russian,Highball glass,"Guinness Stout, Coca-Cola, Kahlua, Vodka, ","Guinness stout - Fill with , Coca-Cola - 1 dash , Kahlua - 1 shot , Vodka - 1 shot ,",Add the ingredients in the order listed in the recipe. Care must be taken when adding the Guinness to prevent an excess of foam. Do Not add ice.,http://www.thecocktaildb.com/images/media/drink/swqurw1454512730.jpg,,,,,"['beer', 'vodka']",['liqueurs']
193,Alcoholic,Imperial Cocktail,Cocktail glass,"Aperol, Gin, Lime Juice, ","Aperol - 4 cl , Gin - 2 cl , Lime juice - 4 cl ,",Shake with ice and strain into cocktail glass.,http://www.thecocktaildb.com/images/media/drink/bcsj2e1487603625.jpg,,,,,['gin'],
194,Alcoholic,Iced Coffee Fillip,Coffee mug,"Coffee, Kahlua, ","Coffee - Strong cold , Kahlua - 2 tsp ,",Mix together in a coffee mug and chill before serving.,http://www.thecocktaildb.com/images/media/drink/sxtxrp1454514223.jpg,,,,,,['liqueurs']
195,Alcoholic,Irish Curdling Cow,Highball glass,"Orange Juice, Vodka, Bourbon, Baileys Irish Cream, ","Orange juice - 2-3 oz , Vodka - 3/4 oz , Bourbon - 3/4 oz , Baileys irish cream - 3/4 oz ,","Pour Irish Cream, Vodka, and Bourbon in a glass. Add some ice and mix in the orange juice.",https://www.thedrinkkings.com/wp-content/uploads/2014/05/Dreamsicle-5-630x753.jpg,,,,,"['vodka', 'whiskey']",['liqueurs']
196,Alcoholic,Jam Donut,Shot glass,"Sugar, Sugar Syrup, Chambord Raspberry Liqueur, Baileys Irish Cream, ","Sugar - 2 pinches, Sugar syrup - 1 tsp, Chambord raspberry liqueur - 1/3 oz, Baileys irish cream - 2/3 oz,","Coat the rim of a shot glass with sugar using sugar syrup to stick. Add the Chambord raspberry liqueur to the shot glass, and carefully layer the Baileys Irish Cream on top. Serve.",https://dishesdelish.com/wp-content/uploads/2018/06/Jelly-Donut-Shot-Bright-1.jpg.webp,,,,,,['liqueurs']
197,Alcoholic,Jitterbug,Cocktail Glass,"Soda Water, Sugar Syrup, Sugar, Lime Juice, Grenadine, Vodka, Gin, ","Soda water - Fill to top with , Sugar syrup - 3 dashes , Sugar - Around rim put 1 pinch , Lime juice - 1 shot , Grenadine - 3 dashes , Vodka - 1 jigger , Gin - 2 jiggers ,","Wet glass, dip rim in sugar. Then add Ice. Then add everything else. It's that simple!",http://www.thecocktaildb.com/images/media/drink/wwqvrq1441245318.jpg,,,,,"['gin', 'vodka']",
198,Alcoholic,Jackhammer,Collins Glass,"Amaretto, Jack Daniels, ","Amaretto - 1 oz , Jack Daniels - 1 oz ,","Serve over ice- Warning,Deadly!",http://www.thecocktaildb.com/images/media/drink/9von5j1504388896.jpg,,,,,['whiskey'],['liqueurs']
199,Alcoholic,Jelly Bean,Cordial glass,"Anis, Blackberry Brandy, ","Anis - 1 oz , Blackberry brandy - 1 oz ,",mix equal parts in pony glass-tastes just like a jelly bean!,https://www.kaveyeats.com/wp-content/uploads/2022/05/Jelly-Bean-Cocktail-from-Olly-Smiths-Home-Cocktail-Bible.jpg,,,,,['brandy'],
200,Alcoholic,Jello shots,Shot glass,"Water, Jello, Vodka, ","Water - 3 cups , Jello - 3 packages , Vodka - 2 cups ,","Boil 3 cups of water then add jello. Mix jello and water until jello is completely disolved. Add the two cups of vodka and mix together. Pour mixture into plastic shot glasses and chill until firm. Then, eat away...",http://www.thecocktaildb.com/images/media/drink/l0smzo1504884904.jpg,,,,,['vodka'],
201,Alcoholic,Jamaica Kiss,Hurricane glass,"Milk, Ice, Light Rum, Coffee Liqueur, ","Milk, Ice - cubes, Light rum - 1 shot Jamaican , Coffee liqueur - 1 shot ,",Fill a tumbler with ice cubes. Add a shot of Tia Maria and a shot of Jamaican light rum. Fill the tumbler with milk. Blend until smooth and serve immediately.,http://www.thecocktaildb.com/images/media/drink/urpvvv1441249549.jpg,,,,,['rum'],
202,Alcoholic,John Collins,Collins glass,"Orange, Maraschino Cherry, Club Soda, Sugar, Lemon Juice, Bourbon, ","Orange - 1 , Maraschino cherry - 1 , Club soda - 3 oz , Sugar - 1 tsp superfine , Lemon juice - 1 oz , Bourbon - 2 oz ,",Pour all ingredients directly into highball glass filled with ice. Stir gently. Garnish. Add a dash of Angostura bitters.,https://media.diageocms.com/media/jh3dwbgn/barcom_serve_image_532971_applebite.jpg,,,,,['whiskey'],['liqueurs']
203,Alcoholic,Japanese Fizz,Highball glass,"Carbonated Water, Egg White, Port, Powdered Sugar, Lemon, Blended Whiskey, ","Carbonated water, Egg white - 1 , Port - 1 tblsp, Powdered sugar - 1 tsp , Lemon - Juice of 1/2 , Blended whiskey - 1 1/2 oz ,","Shake all ingredients (except carbonated water) with ice and strain into a highball glass over two ice cubes. Fill with carbonated water, stir, and serve.","https://ik.imagekit.io/bhug69xts/tr:h-1200,w-1200/japanese-fizz.png",,,,,"['whiskey', 'wine']",
204,Alcoholic,Jamaican Coffee,Champagne flute,"Whipped Cream, Water, Coffee, Rum, ","Whipped cream, Water - 1/2 glass cold , Coffee - 1/6 glass strong black , Rum - 1/6 glass ,","Stir the rum, coffee and water together. Top with the whipped cream. Sprinkle with a pinch of well ground coffee and drink with a straw.",http://www.thecocktaildb.com/images/media/drink/xqptps1441247257.jpg,,,,,['rum'],
205,Non alcoholic,Just a Moonmint,Highball Glass,"Mint Syrup, Chocolate Syrup, Milk, ","Mint syrup, Chocolate syrup, Milk - 2 cups ,","Place all ingredients in the blender jar - cover and whiz on medium speed until well blended. Pour in one tall, 2 medium or 3 small glasses and drink up.",http://www.thecocktaildb.com/images/media/drink/znald61487604035.jpg,,,,,,
206,Alcoholic,Jewel Of The Nile,Cocktail glass,"Yellow Chartreuse, Green Chartreuse, Gin, ","Yellow Chartreuse - 1/2 oz , Green Chartreuse - 1/2 oz , Gin - 1 1/2 oz ,","In a mixing glass half-filled with ice cubes, combine all of the ingredients. Stir well. Strain into a cocktail glass.",http://www.thecocktaildb.com/images/media/drink/hx4nrb1504884947.jpg,,,,,['gin'],['liqueurs']
207,Alcoholic,Jack Rose Cocktail,Cocktail glass,"Lime, Grenadine, Apple Brandy, ","Lime - Juice of 1/2 , Grenadine - 1 tsp , Apple brandy - 1 1/2 oz ,","Shake all ingredients with ice, strain into a cocktail glass, and serve.",http://www.thecocktaildb.com/images/media/drink/uuqqrv1439907068.jpg,,,,,['brandy'],
208,Alcoholic,Jack's Vanilla Coke,Old-fashioned glass,"Coca-Cola, Vanilla Extract, Tennessee Whiskey, Ice, ","Coca-Cola - 10-12 oz , Vanilla extract - 1 tsp , Tennessee whiskey - 2 oz , Ice - 4-5 ,","After pouring in your ingredients, and adding 3-5 ice cubes, according to taste. Stir the drink with a stirrer to get the Vanilla off the bottom.",http://www.thecocktaildb.com/images/media/drink/kjnt7z1504793319.jpg,,,,,['whiskey'],
209,Alcoholic,Kir,Wine Glass,"Champagne, Creme De Cassis, ","Champagne - 5 parts , Creme de Cassis - 1 part ,","Add the crème de cassis to the bottom of the glass, then top up with wine.",http://www.thecocktaildb.com/images/media/drink/apneom1504370294.jpg,,,,,['wine'],['liqueurs']
210,Alcoholic,Karsk,Highball glass,"Grain Alcohol, Coffee, ","Grain alcohol - 2 parts , Coffee - 1 part ,","Put a copper coin in a coffe-cup and fill up with coffee until you no longer see the coin, then add alcohol until you see the coin. Norwegian speciality.",http://www.thecocktaildb.com/images/media/drink/808mxk1487602471.jpg,,,,,,
211,Alcoholic,Kamikaze,Cocktail glass,"Lime Juice, Triple Sec, Vodka, ","Lime juice - 1 oz , Triple sec - 1 oz , Vodka - 1 oz ,","Shake all ingredients together with ice. Strain into glass, garnish and serve.",http://www.thecocktaildb.com/images/media/drink/xa58bb1504373204.jpg,,,,,['vodka'],['liqueurs']
212,Alcoholic,Kir Royale,Champagne Flute,"Champagne, Creme De Cassis, ","Champagne - 5 parts , Creme de Cassis - 1 part ,","Pour Creme de cassis in glass, gently pour champagne on top",https://www.inspiredtaste.net/wp-content/uploads/2011/10/Kir-Royale-Recipe-3-1200.jpg,,,,,['wine'],['liqueurs']
213,Alcoholic,Kiwi Lemon,Highball glass,"Ice, Bitter Lemon, Kiwi Liqueur, ","Ice - cubes, Bitter lemon - 2 parts , Kiwi liqueur - 1 part ,",Mix in highball glass. Stirr. Garnish with slice of kiwi.,https://www.spoonforkbacon.com/wp-content/uploads/2022/08/kiwi-caipiroska-drink.jpg,,,,,,
214,Alcoholic,Kurant Tea,Champagne flute,"Sugar, Tea, Absolut Kurant, ","Sugar -  (if needed)
, Tea - Turkish apple , Absolut Kurant - 4 cl ,","Pour Absolut Kurant into a comfortably big tea-cup. Add the not too hot(!) apple tea and, if you like, some sugar. Enjoy!",http://www.thecocktaildb.com/images/media/drink/xrsrpr1441247464.jpg,,,,,['vodka'],
215,Alcoholic,Kioki Coffee,Coffee mug,"Coffee, Brandy, Kahlua, ","Coffee, Brandy - 1/2 oz , Kahlua - 1 oz ,",Stir. Add whipped cream to the top.,http://www.thecocktaildb.com/images/media/drink/uppqty1441247374.jpg,,,,,['brandy'],['liqueurs']
216,Alcoholic,Kiwi Martini,Cocktail glass,"Kiwi, Vodka, Sugar Syrup, Kiwi, ","Kiwi - Garnish with, Vodka - 1 1/2 oz, Sugar Syrup - 1 tsp, Kiwi - 1/2,","The kiwi martini is a very fun vodka cocktail and it is one of the best drinks that makes use of fresh fruit. Though there are a few recipes floating around, this is one of the easiest and it is an absolutely delightful green martini to drink.



For this recipe, you'll simply muddle slices of kiwi with simple syrup, then shake it with vodka. It's a drink that anyone can mix up in minutes and a perfect cocktail to show off your favorite vodka.",https://www.thecocktaildb.com/images/media/drink/bmxmyq1630407098.jpg,,,,,['vodka'],
